TITLE	CATEGORY
American Apparel's Ousted CEO Dov Charney Misused Funds, Reuters Source  ...	b
GLOBAL MARKETS-Shares, dollar struggle on Ukraine anxiety	b
Ruby Dee's Most Memorable Movie Roles (VIDEO)	e
Timeline - The search for missing Malaysian jet	b
Oceana Report Sheds Light On Staggering By-Catch Problem In US Fisheries	t
We Saved Antarctica... Or Did We?	t
Deal over pensions close in Detroit bankruptcy -pension official	b
UPDATE 1-Argentina says no preparations for 'possible' trip to US in bond spat	b
Comcast-Time Warner Cable Deal May Be Bad News For Roku Owners	b
Kardashians in Paris	e
UPDATE 2-US Fed corrects stress test results, says most changes minor	b
UPDATE 1-Juniper's revenue rises as telecom clients ramp up networks	b
The Right to Rewrite Your Personal History	t
Seized oil tanker Morning Glory docks in Libyan capital Tripoli-witness	b
5 Ways James Brown Made An Impact On American Culture	e
UPDATE 2-Big screen stars bring new shine to Emmys, TV's top night	e
Ukraine and Iraq undermine German business morale -Ifo economist	b
This Is What It Looks Like When Miley Cyrus Rolls A Joint	e
Yellen strongly defends easy Fed policies, cites labor slack	b
Met Gala 2014 Beauty Predictions: The 5 Biggest Red Carpet Hair & Makeup  ...	e
Ryanair to make non-binding offer for Cyprus Airways	b
China April fiscal revenues up 9.2 percent year-on-year	b
New Meteor Shower Thrills Stargazers Despite Low 'Shooting Star' Count  ...	t
Stevie Nicks Is Joining 'The Voice' As An Adviser	e
Guinea Authorities Say Ebola Outbreak Has Been Contained	m
Rihanna Is Old Hollywood Meets Badass At The CFDA Fashion Awards	e
US STOCKS-Futures edge lower after record high, China data	b
Facebook's $2 Billion Goggles Are NOTHING Compared To An iPad Strapped  ...	t
GE reports 'productive' meeting with France's Hollande	b
Capital One profit rises 10 pct due to lower provision	b
Ronald McDonald's 'Fresh' New Makeover Is Straight Out Of 1998	b
Nigeria to reweight its inflation next, after GDP shift	b
Activision places $500 mln bet on its next blockbuster franchise	t
Monday Mash-Up: Video Victims -- Beyonce and Family	e
UPDATE 1-Bank of England's Miles sees strong chance rates will rise before  ...	b
Kim Kardashian Snaps Photos Of Jay Z, Anna Wintour At Met Gala	e
Pfizer Is Abandoning Its Failed Attempt To Buy AstraZeneca	b
Meg Ryan Just Landed A Role In The 'HIMYM' Spinoff	e
EBay's Q2 revenue climbs 13 percent	b
Misdiagnosis Is A Lot More Common Than You Might Think	m
Easter In Holy Land Celebrated By Pilgrims	e
Exxon Report Claims World 'Highly Unlikely' To Limit Fossil Fuels, Despite Risks	b
Bank Of America Messes Up Capital Calculation, Suspends Dividend Increase	b
8 Remedies For Spring Allergies	m
This WSJ Chart About Taxing The Rich Doesn't Tell The Whole Story	b
GLOBAL MARKETS-Corporate news lifts stocks, tight money markets buoy euro	b
UPDATE 1-US FDA moves to ban sales of e-cigarettes to minors	m
Going Nowhere Fast at McDonald's	b
Macklemore Apologizes For Wearing Offensive Costume During Concert	e
CNH Tracker-Offshore yuan deposits to pick up despite hiccups in Hong Kong	b
Godzilla vs. Million Dollar Arm: The Monster That Ate a Better Film	e
UPDATE 5-Investors punish Erste for new emerging Europe hit	b
Casey Kasem's daughter wins new rights to care for him -report	e
UPDATE 1-Rescuers free 3 trapped Honduran miners, 8 still missing	b
DIARY - Emerging Markets Economic Events to April 25	b
UPDATE 5-GM suspends South African output as striking union spurns offer	b
Apple To Announce Wearable Device In September: Re/code	t
US STOCKS-Dow, S&P edge up; revised ISM reportedly more bullish	b
Kanye West Gets Booed During Yet Another Rant	e
UPDATE 1-New York prosecutor probes high-speed trading -source	b
Jon Hamm Isn't Surprised He Lost That '90s Dating Show	e
Automakers report strong uptick in May US sales	t
PRECIOUS-Gold off 1-month low, but US rate hike fears cap gains	b
'Tyrant's' Rape Cliches Are Just The Last Straw	e
UPDATE 1-US tests enhanced Aegis system, fires SM-3 missile onshore	b
CORRECTED-WRAPUP 1-US home prices down in May, but consumer  ...	b
PetSmart Joins Petco, Stops Selling Pet Treats From China Amid FDA Concerns	m
US STOCKS-Futures fall as China concerns mount	b
Nasdaq Just Plummeted And Everyone's Asking The Same Question	b
Bill to replace Fannie, Freddie with new housing-loan structure	b
UPDATE 2-Apple agrees to conditional $450 mln e-books antitrust accord	t
George RR Martin To His Fans: 'F--k You'	e
Pharrell, Alsina, Nyong'o early winners at BET awards	e
UPDATE 1-Ohio mumps outbreak at 63 cases, spreads beyond university	m
UPDATE 2-Emirates finalises $56 bln order for 150 Boeing 777X planes	b
Stepping Up the Pace Means Leaving Nobody Behind	m
CANADA FX DEBT-C$ at nearly 3-month high after Fed minutes	b
Update-Moody's affirms Dai-ichi Life's A1 rating; outlook stable	b
Smokers Are Getting Skeptical About E-Cigarette Claims, According To Study	m
UPDATE 1-Britain to issue new 1-pound coin modelled on threepenny bit	b
UPDATE 2-Brent holds steady near $108; Chinese trade data supports	b
Allergan bonds gap out on news of Valeant bid	b
CORRECTED-Mitsubishi recalls Lancer sedans with Takata air bags	t
Unilever sales top estimates; may sell Ragu, SlimFast	b
Facebook seeks EU antitrust review of WhatsApp deal: source	t
UPDATE 1-LyondellBasell stops buying Kurdish crude amid dispute	b
Google Glass: I Have Better Things to Do With $1500	t
Cannes Film Festival 2014 Lineup Includes Ryan Gosling, Channing Tatum	e
US Fed objects to capital plans by Citi, four others in stress tests	b
UPDATE 2-FireEye forecasts bigger loss as R&D spending rises	b
RPT-UPDATE 2-China official PMI hits 5-month high in May, boding well for Q2	b
CORRECTED-Russia to challenge Hague Court's Yukos ruling -Finance Ministry	b
Twitter's New Design Totally Rips Off Facebook	t
Half Of NYC UberX Drivers Make More Than $90000, Uber Claims	t
Fitch: Sovereign Stresses Mar Corporate Rating Trends in Early 2014	b
Lindsay Lohan Sues 'Grand Theft Auto V' Makers For Using Her Likeness	e
Even after recall repair, GM recommends only key, fob on key ring	b
UPDATE 3-ECB says measures will push inflation up, but money-printing still  ...	b
UPDATE 2-AT&T-DirecTV merger may hinge on NFL agreement	t
11 Reasons Going To Coachella Makes You Kick Ass At Life	e
Gary Oldman Rants About Political Correctness, Defends Mel Gibson And Alec  ...	e
Women Face Far Greater Issues Than Being Called Bossy	e
U.S. Childhood Obesity Rates Have Actually Increased Over The Past 14 Years  ...	m
Kim Kardashian's Rope Dress Was Made For A Cannes Lions Yacht Party	e
RPT-Alstom should be a good investment for France, says CEO Kron	b
New CDC PrEP Guidelines Could Transform HIV Prevention	m
UPDATE 2-Eleven miners trapped underground in Honduran gold mine	b
REFILE-Facebook narrows audience that sees new users' first posts	t
Consumer advocates seek to raise California cap on medical malpractice awards	m
Are You More Likely To Get Food Poisoning From A Restaurant Or Your Own  ...	m
'The Hobbit: The Battle Of The Five Armies' Teaser Trailer Has Arrived	e
GLOBAL ECONOMY-Major economies end first quarter on weaker note	b
Lifetime Costs For An Obese Child Total More Than A Year Of College	m
INVESTMENT FOCUS-Press here, Mr Carney, for lower volatility?	b
HP Lays Off 16000 People	b
UPDATE 1-Deutsche Bank announces first AT1 bond sale	b
GRAINS-US corn near 3-week high on planting delay, wheat eases	b
20 Full Moon Artworks To Welcome Tonight's Spooky Honey Moon	t
UPDATE 1-FDA warns of serious allergic reactions with acne products	m
CBS Outdoor prices IPO at $28 per share	b
New iPhone 6 screens to enter production as early as May: sources	t
Taylor Swift: Autographs Are Obsolete Because Of Selfies	e
Toyota withdrawal a bombshell, economic blow to California city	b
AIRSHOW-US lifts grounding order for Lockheed F-35 fighters-sources	b
UPDATE 2-As many as one in 68 US kids may have autism -CDC	m
AOL profit misses estimate on costs; shares tumble	b
RPT-Fitch Affirms CoFF's Bonds at 'AA+' Following Implementation of Updated  ...	b
UPDATE 9-AstraZeneca rejects Pfizer's take-it-or-leave-it offer	b
Greek yields dip as QE speculation swirls, debt sale eyed	b
Top 10 Love Lessons From The Bachelorette (Andi's Fantasy Suites)	e
RPT-INSIGHT-Sierra Leone 'hero' doctor's death exposes slow Ebola response	m
Miranda Lambert, 'Platinum' (RCA Nashville)	e
FOREX-Euro stabilises but still in the doldrums on ECB threat	b
PRECIOUS-Gold rises to 4-week high as dollar drops after Fed; platinum rises	b
FOREX-Dollar falls versus yen on renewed geopolitical concerns	b
US says Toyota to pay $1.2 bln penalty over safety issues	t
Money Men Bloomberg, Steyer And Paulson Tally Costs Of Climate Change In  ...	b
UPDATE 2-Philips, Salesforce to launch new healthcare apps	b
FOREX-Wounded dollar eyes BOJ, Aussie slides to 2-week low	b
'Mad Men' premiere draws 2.3 mln, lowest season debut since 2008	e
Europe shares track Wall St sell-off; Holcim, Lafarge surge	b
Schaeuble says ESM ruling vindicates German gov't policies	b
Sh*t Got Really Weird At This Wedding, Thanks To Tom Hanks	e
It's Time to Harness the Power of the Pulpit	m
SunTrust in $320 million settlement of US criminal mortgage probe	b
Justin Bieber Reportedly Questioned At LAX	e
Valeant increases bid for Botox-maker Allergan	b
GLOBAL MARKETS-Stocks, bonds edge up after Draghi, data eyed	b
Selena Gomez And Orlando Bloom Dating Rumor Surfaces	e
Big push into gaming brings out Amazon's gentler side	e
Striking Venice workers bring protest to film festival opener	e
Inflation: The Silent Killer?	b
CBO sees relatively modest premium hikes for Obamacare benchmark plan	b
With Diane Sawyer Leaving, The Evening News Will Be All White Guys Once  ...	e
Walmart Wants To Buy Your Old Video Games	b
Greek 10-year yields rise day after five-year sale	b
UPDATE 1-Williams Cos to buy stake in Access Midstream Partners for $3 bln  ...	b
AutoNation reports 14 percent jump in second quarter profit	b
De La Soul Plans 2014 Albums, Upcoming Mixtape	e
Headbanging Causes Brain Bleed Incident, But Doctors Say Rock On Anyway	m
Ford's Answer To Cadillac's Classist And Greedy Commercial Is Perfect	t
WRAPUP 4-US job growth cools, unemployment rate rises	b
Wal-Mart takes on money transfer companies with new service	b
US STOCKS-Futures dip after S&P record as May comes to a close	b
Euro hovers near three-week low, inflation key before ECB meets	b
China consumer prices rise, but industry deflation persists	b
US STOCKS-Wall St near flat; Apple off, but momentum shares rebound	b
France to consider raising stake in Alstom - minister	b
Cancer Type May Be Linked With Socioeconomic Status	m
Twitter says hopes full access in Turkey 'returned soon'	b
How Your Heart Health In Young Adulthood Affects Your Middle-Aged Brain	m
Hell No, We Won't Go: No Fake Net Neutrality for Racial Justice Advocates	t
Kim Kardashian And Katie Couric End Feud, Pose Together At Hamptons Party	e
RPT- FOREX-Euro at 2-month high, tests ECB's resolve on currency	b
Shia LaBeouf Drops 'Rock The Kasbah'	e
UPDATE 2-Etihad says agreed principal terms to buy 49 pct of Alitalia	b
Rap Genius' Mahbod Moghadam Resigns After Shocking Annotations On Killer's  ...	e
UPDATE 2-Renesas in talks with Apple, others on sale of display chip unit -source	b
CORRECTED-GLOBAL MARKETS-Stocks rise on earnings, euro falls on  ...	b
Nikkei gains after shrugging off BOJ tankan; China PMI lifts mood	b
UPDATE 3-Automakers report strong uptick in May US sales	t
Brent holds above $113, but heads for biggest weekly drop since March	b
FEATURE-'Dawn of Planet of Apes' marks digital lib for actors	e
REFILE-US STOCKS-Wall Street drops on news of downed Malaysian plane	b
Federal prosecutors in New York open criminal probe of GM -source	t
Chris Evans Is Still Retiring From Acting After Marvel Movies	e
Outkast's Reunion Had A Weird Ending	e
US new home sales fall to five-month low	b
Flappy Bird Creator Dong Nguyen 'Considering' Bringing Game Back	t
Iran Confirms First 2 Cases Of MERS	m
Money Men Bloomberg, Steyer And Paulson Tally Costs Of Climate Change In  ...	b
The Lost Generation of US Climate Policy	t
UPDATE 2-Level 3 to buy tw telecom to expand US fiber network	b
FOREX-Dollar firms against euro on weak German PMI data	b
UPDATE 1-Fannie Mae to pay US Treasury $5.7 billion on quarterly profit	b
AT&T CEO says DirecTV to negotiate NFL deal independently	b
Republicans Portray Obama Climate Push As A Distraction	t
Elle Fanning Is Clearly The Key To Angelina Jolie's Happiness	e
Hong Kong shares hit 8-month low on Fed, China Mobile news	b
US FDA approves MannKind's diabetes therapy Afrezza	m
Int'l Space Station gets Easter delivery of food, supplies	t
Alexander Wang Announces Collaboration With H&M, Our Hearts Skip A Beat	e
Space Station Computer Outage May Require Spacewalk For Repair (VIDEO)	t
Cory Monteith's Mom Opens Up About Actor's Death	e
UPDATE 2-Austria signs Russian pipeline deal, hosts rare Putin visit	b
U.S. Takes Down Crime Ring That Infected Over 500000 Computers	t
RPT-Even after recall repair, GM recommends only key, fob on key ring	t
UPDATE 1-Ex-Goldman director Gupta starts prison term on June 17	b
UK inflation falls to lowest in over four years in March, house prices up strongly	b
Walmart's Making It Cheaper For America To Buy Organic Groceries	b
Elementary School Choir's Cover Of Pharrell's 'Happy' Will Make Your Whole  ...	e
Jennifer Lawrence Voted For Lupita Nyong'o To Win An Oscar	e
Let's Recognize Bangladesh's Women Garment Workers Positively: As  ...	b
Mad Men Premiere, as Tweeted	e
Drew Barrymore Welcomes Baby Girl Frankie With Husband Will Kopelman	e
Tesla CEO says company can make more than 60000 vehicles in 2015	t
Boss vs. Bossy	e
GM, Safety Agency Face Congress Over Ignition Switch Recalls	t
FOREX-Draghi comments support euro, UK growth disappoints	b
How NASA Sold Us the Moon 45 Years Ago but Fails to Market Human  ...	t
US STOCKS-Wall St to open flat ahead of new home sales data	b
UPDATE 4-Ford profit driven down by North America, warranty costs	b
Captain America: Wise and Wickedly Funny	e
Wake Up, Internet -- Time to Save Yourself	t
Minnesota Becomes First State To Ban Antibacterial Chemical Triclosan From  ...	m
New York City's Soda Ban Fizzles Out For Good	m
UPDATE 1-Yahoo Japan drops $3.2 bln plan to buy eAccess from SoftBank	b
Health Officials Confirm Second MERS Case In U.S.	m
US STOCKS-Wall St cuts gains as tech stocks reverse course	b
Netflix Raises Price By $1 For New Customers	t
Smoke Aboard Space Station Traced To Water Heater	t
Mexico govt says America Movil plan may improve competition	b
Nowotny sees no immediate need for ECB to act	b
Survival rate with Medtronic's CoreValve tops surgery-study	m
Fiat-Chrysler does not need to sell assets to fund plan - CEO	b
While no deals are in place yet, Williams and Chris Columbus are in talks to join  ...	e
NASCAR Team Owner Spends $1 Million On New Corvette	t
WHO finds Indian cities have dirtiest air; Chinese data foggy	t
UPDATE 4-Tesla outlook disappoints some on Wall St, shares drop 7 pct	b
Top Fed officials consider enforcement issue at closed meeting	b
UPDATE 3-Coach's North American decline deepens	b
UN Officials Want Better Flight Tracking After Loss Of Flight MH370	b
FOREX-Euro holds line on dollar, drops against sterling	b
Google Guy Comes Home To Find Fliers Labeling Him A 'Parasite' Plastered  ...	b
WRAPUP 5-US job growth cools, unemployment rate rises	b
UPDATE 2-Mortgage battle drives Australian bank margins toward new lows	b
UPDATE 2-Whiting to buy Kodiak for $3.8 bln, create No. 1 Bakken producer	b
UPDATE 2-Amid frigid winter, Goldman, Morgan Stanley see commodity gains	b
GM Delayed Recall For Years Despite Thousands Of Complaints, Documents  ...	t
UPDATE 1-Google unveils email scanning practices in new terms of service	t
Patient With Second U.S. MERS Infection Traveled Through London, U.K. Health  ...	m
China June official PMI rises to 51 from 50.8 in May	b
Smartphone Industry Promises 'Kill Switch' To Reduce Thefts	t
Deal for Argentine banks to buy holdouts' debt fell through: sources	b
Miley Cyrus' Bangerz Tour Bus Bursts Into Flames	e
BNP CEO says can absorb US fine without cash call - paper	b
REFILE-GLOBAL MARKETS-Europe's stocks, periphery bonds dip amid bank  ...	b
Brendan Eich's Resignation: Did Mozilla CEO Step Down Because Of A 'Gay  ...	t
Ford sees US 16 mln annualized auto sales rate, including big trucks	b
Paul Stanley Claims Some KISS Bandmates Were Anti-Semitic	e
Toyota: 'business as usual' in South Africa despite strike	b
Marc Webb Knows He Won't Get Too Many Chances To Direct A Movie Like 'The  ...	e
UPDATE 2-US FDA advisers back MannKind's inhaled diabetes drug	m
RPT-Apple resets the clock as investors await next big thing	t
COLUMN-US Supreme Court looks backward in Aereo ruling: Frankel	t
Draghi says ECB ready to adjust policy if inflation drops further	b
Emma Watson Reveals New 'Noah' Trailer	e
India Morning Call-Global Markets	b
UPDATE 2-Whitbread sees signs of economic recovery in UK regions	b
'Hunger Games: Mockingjay' Teaser Hints At Peeta's Downfall	e
Boeing's quarterly revenue rises 8 pct	b
PRECIOUS-Gold holds below $1300 on solid US data	b
Euro zone yields hold near lows before ECB meeting	b
Video Of Solange Allegedly Attacking Jay Z After Met Gala Surfaces	e
David Fincher Probably Won't Direct The Steve Jobs Movie	e
Brain Implants To Cure Mental Disorders May Soon Be A Thing	m
A Way of Life at Risk on the Anniversary of the BP Oil Spill	b
Uber in talks to secure new funding at $10 billion-plus valuation - Bloomberg	b
UPDATE 1-Wounded Ukrainian mayor 'stable' in Israeli hospital	b
PRESS DIGEST- British Business - May 12	b
GLOBAL MARKETS-Shares, dollar slide on Ukraine scare; gold rises	b
Three People Arrested Outside Taylor Swift's Rhode Island Beach House	e
US STOCKS-Wall St rallies, S&P 500 briefly hits record	b
Frances Bean Cobain Calls Out Lana Del Rey For Romanticizing The Death Of  ...	e
UPDATE 2-Maersk shares drop after China blocks shipping alliance	b
Snapchat Valued At Nearly $10 Billion	b
UPDATE 2-Weaker inflation could prompt broad ECB asset-buying -Draghi	b
CORRECTED-UPDATE 3-Candy Crush maker King Digital shares sour in  ...	b
Japan March current account surplus less than expected 116.4 bln yen	b
US STOCKS-S&P 500 on track for worst 3-day decline since late-Jan	b
This Phone Plan Lets You Pay For Facebook And Nothing Else	t
DIARY - Top economic Events to April 23	b
A 'Full House' Reboot Might Be Happening, And The Original Cast Is On Board	e
Paul McCartney Hospitalized For Virus In Tokyo	e
NASA's Mars Rover 'Opportunity' Breaks Distance Record	t
Finding Reveals Why Women Are More Likely To Develop Alzheimer's	m
Dollar mostly steady before Yellen, up against yen	b
Adam Levine Dyes His Hair Platinum Blonde For Some Reason	e
Robert Downey Jr.'s Son Arrested For Drug Possession (UPDATE)	e
Amazon Actually Telling Customers To Shop Elsewhere	b
Tesla CEO says electric carmaker plans European plant: report	t
Fitch Affirms Lebanon at 'B'; Outlook Negative	b
'Amazing Spider-Man 2' Review: Garfield-Stone Chemistry Saves The Film	e
Tibetans May Have Inherited High-Altitude Gene From Extinct Human Relative	t
Colin Kaepernick Slams TMZ, Denies Sexual Assault Rumors	b
Rolls-Royce says in talks to sell parts of energy unit to Siemens	b
CSuisse says not found anything materially untoward in its forex trading	b
GLOBAL MARKETS-Corporate results boost stocks, euro falls on inflation data	b
UPDATE 1-US government: no need for recalled GM cars to be pulled off the road	t
US STOCKS-Wall St falls on retail data; oil lifts energy shares	b
Housing Reform Should Create Wealth	b
West Africa Ebola outbreak still spreading, 'situation serious' -WHO	m
UPDATE 5-US allows condensate oil exports, after light refining	b
UPDATE 1-Stallone's 'arthritic' action heroes roll their tanks through Cannes	e
LOS ANGELES (AP) — Edgar Wright and 'Ant-Man' are going their separate ways.	e
Guo Xing Chen Arrested For Link To Target Data Breach: Report	b
You'll Waste Your Whole Day On This Rubik's Cube Google Doodle	t
UPDATE 3-Pilgrim's bid for Hillshire puts Pinnacle deal in peril	b
Actually, Minority Workers Are Everywhere In Silicon Valley -- They're Just Not  ...	b
Art, Mental Illness and Frances Bean Cobain	e
You Won't Be Getting Your Hands On Powdered Alcohol Anytime Soon	e
Economy minister asserts Argentina not in default	b
'Cosmic Inflation' Discovery Lends Key Support For Theory Of Expanding Early  ...	t
UPDATE 1-FDA proposes program for faster approval of medical devices	m
Comcast nears deal with Charter on $18-$20 bln in divestitures -source	t
AstraZeneca, fighting off Pfizer, forecasts $45 bln sales by 2023	b
CORRECTED-US STOCKS-Wall Street dips as retailer earnings disappoint	b
Smoking Bans Cut Premature Births And Child Asthma Attacks, Research Says	m
Too Much High-Intensity Exercise Could Hurt Heart Health	m
UPDATE 1-JM Smucker hikes coffee prices for first time in 3 years	b
Duke Energy to clean up coal ash spilled in Dan river -US EPA	b
Reforming Puerto Rico's public corporations key -New York Fed	b
US TV network Fox to air live 'Grease' musical in 2015	e
The First 'Orange Is The New Black' Season 2 Trailer Is Finally Here And It's  ...	e
UPDATE 2-Draghi says ECB poised to shore up economy as soon as June	b
US Air Force sees Space Fence choice soon: Lockheed or Raytheon	t
FOREX-Dollar awaits Yellen's testimony, Draghi may limit euro's gains	b
UPDATE 2-VMware revenue beats estimates, but shares dip on sales delays	b
7 Things to Know This Equal Pay Day	b
CORRECTED-France's Iliad confirms bid for T-Mobile US	t
These Reform Groups HATE Comcast's Plans To Take Over Time Warner Cable	t
RPT-Fitch Affirms Thailand's PTTGC at 'AA(tha)'; Outlook Stable	b
Drug Company To Give Sick Boy Potentially Life-Saving Meds After Facing  ...	m
UPDATE 1-Carphone, Dixons profits rise ahead of planned merger	b
COLUMN-Now Argentina wants to negotiate with hedge funds. Too late?	b
UPDATE 2-Bitcoin entrepreneur settles SEC charges over stock sales	b
Petco Will Stop Selling Pet Treats From China In Its 1300 Stores	m
Childhood Bullying Still Has Effects 40 Years Later, Study Finds	m
Ariana Grande Is Bringing Back 'TRL,' And Now We Have One Less Problem	e
Draghi says ECB may act after sees June forecasts	b
Wikipedia Use Could Give Insights To The Flu Season	m
UPDATE 1-Microsoft's CEO may unveil Office for iPad on March 27 -source	t
UPDATE 1-ECB's Mersch says must act fast to remove ABS stigma in Europe	b
S.Korea stocks set for worst day in 2 weeks; won flat	b
Demi Lovato Opens Up About Her Gay Family History	e
US STOCKS-Wall St rallies, S&P 500 cuts losses for the week	b
Crucifixion: A New Way to Think About Jesus' Death	e
Ancient Tomb Unearthed In Egypt Had Its Own Pyramid, Archaeologists Say	t
UPDATE 1-FBI investigating high-speed trading outfits	b
'Pinocchio Rex' Dinosaur Unearthed In China Confirms Theory About  ...	t
Sprint's revenue beats estimate as network upgrade progresses	t
Children's Brands In Fight To Keep Names Off E-Cigarettes	m
Ford Canada takes top spot for May vehicle sales	t
The White House Calls In Al Roker For An Assist On Climate Change	t
UN agency: US ruling on Argentina debt doesn't comply with US law	b
India Morning Call-Global Markets	b
New iPhone Screens To Enter Production As Early As May: Sources	t
McDonald's, not only franchisees, liable in worker complaints: NLRB	b
UPDATE 1-Britain says may use public interest test in Pfizer bid for AstraZeneca	b
J.K. Rowling Brings Her Magic To TV, HBO And BBC To Produce 'The Casual  ...	e
REFILE-ECB tested as push-back against bank review rules begins	b
Crews clean up, repair flood damage from LA water main break	b
How Liza Minnelli's Rep Reacted To Shia LaBeouf's 'Cabaret' Arrest	e
CORRECTED-UPDATE 1-Shire, AbbVie to announce $53 bln merger by Friday  ...	b
DOJ Pushing Credit Suisse To Plead Guilty To Aiding Tax Evasion	b
RPT-UPDATE 3-US justices show little support for Aereo TV in copyright fight	e
UPDATE 1-Harbinger offers $10/shr for Central Garden & Pet Co	b
COLUMN-Are Asia's crude oil buyers too relaxed over Iraq?: Clyde Russell	b
UPDATE 2-Allergan sues Valeant, Ackman for alleged insider trading	b
GLOBAL MARKETS-Subdued Ifo takes M&A shine off European stocks	b
With Hess deal, Marathon fuel traders gain big East Coast foothold	b
Coach N. American comparable sales tumble 21 percent	b
FOREX-Euro at three-week low, New Zealand dollar hits 2-1/2 yr high	b
Jessica Chastain Offered Lead Role In 'True Detective' Season 2	e
Libyan rebels to reopen two eastern oil ports on Sunday	b
UPDATE 2-KISS, Nirvana, Hall and Oates inducted by Rock and Roll Hall of Fame	e
White House: no change to US policy on crude oil exports	b
UPDATE 2-Egypt to raise fuel prices by up to 78 percent from midnight -source	b
Pimco Total Return Fund had net outflows of $4.5 bln in June -Morningstar	b
REFILE-UPDATE 2-Apple close to buying Beats for $3.2 bln -source	t
UPDATE 2-SAC's Steinberg gets 3-1/2 years prison for insider trading	b
NYMEX-US crude dips towards $103 as supplies set to rise	b
Marijuana Has Come A Long Way Since Last 4/20	e
UPDATE 1-AbbVie forced to retract comments in Shire takeover fight	b
UPDATE 1-US Senate confirms Fischer, two other nominees for Fed	b
Pancreatic Cancer May Become No. 2 Cause Of Cancer Deaths	m
9 Ways To Walk More On National Walking Day	m
ANALYSIS-Pfizer's weak drug pipeline fuels hunger for AstraZeneca	b
Tele2 sells Norway business to TeliaSonera for SEK 5.1 bln	b
REFILE-UPDATE 2-S. African anti-apartheid author, Nobel winner Gordimer dies	e
UPDATE 2-Hertz to raise $2.5 bln through equipment business spinoff	b
RPT-US CBO: slightly higher 2014 deficit on lower corporate taxes	b
Euro bounces back after expected inflation dip	b
Leaked Photos Give Us A First Look At The New Gmail	t
With AIDS Vaccines, It's Not 'If' But 'How'	m
UPDATE 3-UnitedHealth plans to be major Obamacare player in 2015	b
UPDATE 3-US administration says Obamacare enrollment tops 5 million	b
Looks Like 'Agents of S.H.I.E.L.D.' And 'Captain America 2' Crossover Is  ...	e
UPDATE 2-Germany's RWE begins natural gas deliveries to Ukraine	b
Chikungunya Cases Spike In New York And New Jersey	m
UPDATE 1-Toyota braces for stalling profit after last year's bonanza	b
Euro zone April inflation rises less than expected	b
Shanghai shares end at 3-week low on new bank rules and weak data	b
Keaton on form in Venice festival opener 'Birdman'	e
PRECIOUS-Platinum gains on supply worries; gold treads water below $1300	b
Jane Fonda And Lily Tomlin Get Ditched By Their Husbands In New Netflix Series	e
UPDATE 1-VW to push electric cars in China as market opens	b
Beyonce & Jay Z Announce On The Run Tour, Dates	e
UPDATE 2-Chicago selected for George Lucas' 'storytelling' museum	e
UPDATE 4-US Fed bars shareholder payouts from Citi, 4 others	b
'Sex Tape' Red-Band Trailer: Cameron Diaz & Jason Segel Make Some Porn	e
UPDATE 2-Ackman accuses Herbalife of breaking laws in China	b
UPDATE 3-IMF wraps up talks on aid for Ukraine -source	b
Pfizer says clotting drug's once-weekly dose reduces bleeding rate	m
Facebook's Emotional Manipulation Study: When Ethical Worlds Collide	t
Beyonce Changes Lyrics To 'Resentment,' Internet Explodes With Jay Z  ...	e
Russia's Medvedev says open to gas talks if Ukraine pays off debt	b
Should We Be Worried About MERS Spreading In America?	m
ECB policy, stress tests weighing on bank credit: BBVA	b
MORE TIME TO FILE, NOT PAY	b
Online dating website Zoosk files for IPO of up to $100 mln	b
Netflix Joining Programming Lineup Of 3 US Cable-TV Services	e
UPDATE 2-Hungary, Romania to push Erste to record 2014 loss	b
Parents Pay More Attention To Phones Than Kids During Meals (STUDY)	m
Some Chinese vent over Alibaba's big foreign stakeholders	t
Alexander Shulgin Dead: Chemist Some Called 'Godfather Of Ecstasy' Dies At 88	m
Brent trades near 3-wk low just above $110; Libya could boost supply	b
National Report Reveals Healthiest States For Older Adults	m
UPDATE 1-Provincial attorney general denies reported Facebook CEO  ...	t
FOREX-Dollar touches six-month high ahead of GDP and Fed tests	b
Bulgaria's FIBank share drop a 'normal response': spokesman	b
RPT-Fitch Revises Outlooks on 8 Japanese Insurers, Aflac to Negative	b
US STOCKS-Wall St opens higher on M&A, Citi earnings	b
The Most Inspiring Thing to Happen in Business in Years	t
UPDATE 3-Australia says missing Malaysia plane not where 'pings' heard	b
STOCKS NEWS EUROPE-Novartis jumps on positive heart failure drug data	m
Terry Richardson Accused Of Offering Photo Shoot For Sex	e
UPDATE 3-US sets new import duties on Chinese solar products	b
US STOCKS SNAPSHOT-Wall St opens lower on growth concerns	b
Deutsche Bank Q2 profit up 16 percent, debt trading steady	b
FOREX-Yen at 3-1/2 mth high on BOJ Kuroda's optimism, sterling shines	b
The top films at the North American box office	e
FOREX-Yen still friendless, euro firms ahead of ECB	b
Prankster hits Brad Pitt in the face at 'Maleficent' premiere	e
China's economic growth forecast at five-year low in first quarter	b
UPDATE 1-US teenagers smoke less, but texting while driving a concern -CDC	m
UPDATE 1-American Eagle to shrink after pilots reject labor pact	b
Mom Turns Herself Into 'Human Speed Bump' To Save Her Kids In Rolling Car	m
Christian Singers Sue Katy Perry Over 'Dark Horse'	e
Kanye West Sentenced To Anger Management Therapy After Pleading No  ...	e
UPDATE 2-Wells Fargo profit beats estimates, sets aside less for bad loans	b
British rate rise in 2014 less certain than market thinks	b
